,Date,Visitor,Home,Att.,Total_goal,Rk,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GF/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,Rk,Age,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TK,GV,E+/-,SAtt,Thru%,Rk,Age,GP,G.1.1,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,Assist-EV,PP,Assist-SH,S,S%,TOI,BLK,HIT,FOW,FOL,FO%
340,44259,New York Rangers,New Jersey Devils,,7,-12,-0.1,0,8,-7,-1,15,0.134,31,-34,1,-3,1.08,-0.16,0.55,-0.61,15,24,6.48,-13,21,11.3,5,-1,3.4,4.2,-5,2,-73,0.016,2,-83.72281167,1.094164456,1.189655172,-22.66843501,30.57692308,-2.652387268,1.945225464,-11.75198939,10.72944297,-1.947214854,1.470026525,0.631862069,1.237798408,2.295724138,2.186206897,-2.186206897,-0.25464191,-0.645888594,-0.565915119,0.629973475,4.078758621,-122.34375,0.03125,2.1,1.335416667,2.258333333,3.59375,6.160416667,7.491666667,0.81875,0.616666667,0.545833333,0.172916667,0.272916667,1.029166667,0.991666667,0.2375,3.125,0.941827957,31.20625,6.28125,13.30833333,-1.414583333,2.90625,2.205263158
341,44259,Florida Panthers,Nashville Predators,,9,-9,-0.4,0,6,-9,3,15,0.134,37,-3,-4,2,0.53,-0.08,0.66,-0.05,11,31,2.92,-8,-4,4.18,-2,2,0.9,2.9,275,0.6,-71,-0.002,-2,87.3962704,-0.333333333,5.824009324,93.62470862,30.89044289,3.095454545,0.479370629,72.93240093,30.21794872,1.891958042,0.044289044,0.557818182,-0.201981352,0.023636364,6.920512821,-6.920512821,7.026806527,4.67016317,5.189160839,26.86713287,-1.58125,80.0969697,-0.548051948,1.745454545,1.382683983,2.563636364,3.946320346,3.203463203,2.623376623,0.542770563,1.051082251,0.381818182,-0.05021645,0.348051948,1.882251082,0.731601732,-0.05021645,11.24069264,0.383712121,28.82251082,-2.331601732,9.378354978,4.122077922,6.815584416,-3.547076023
342,44259,Buffalo Sabres,New York Islanders,,7,19,-2.3,0,-17,17,0,-34,-0.304,-18,71,0,0,-1.39,0.2,-0.32,1.27,3,-1,2.23,9,4,-6,1,5,-0.5,-0.8,-31,-1,299,-0.025,-10,103.1748148,-2.260740741,-7.814814815,-110.317037,-81.23259259,-2.672740741,-0.559851852,-73.18962963,-31.84444444,-2.985481481,0.376444444,-1.155555556,-1.609481481,-2.744740741,-3.806518519,3.806518519,-0.545185185,-6.394074074,-6.994814815,-27.57925926,3.575692308,77.80844156,-2.41017316,-5.454545455,-1.367965368,-2.281385281,-3.649350649,-13.09199134,-2.928571429,-1.153246753,-1.321428571,-0.055194805,0.008658009,-0.666666667,-2.212121212,-0.149350649,0.08008658,-9.752164502,0.033928571,-91.38311688,-9.07034632,-20.90367965,-7.621212121,-4.006493506,4.372222222
343,44259,Philadelphia Flyers,Pittsburgh Penguins,2800,7,12,-0.6,0,-12,7,5,-19,-0.17,-33,42,0,3,-1.21,0.17,-0.59,0.75,-4,15,-4.52,10,12,-4.37,-5,2,0.9,0.5,8,-2,-43,-0.028,-2,-18.36666667,-2,-1.433333333,10.13333333,-18.83333333,1.543333333,-0.346666667,0,-13.9,0.013333333,-0.793333333,-2.900114943,-1.93,-4.516896552,1.35,-1.35,-4.566666667,-0.633333333,0.513333333,5.033333333,-4.62,-5.202651515,-1.920454545,-0.954545455,-1.182765152,-1.609848485,-2.792613636,-9.285984848,1.521780303,-0.797916667,-0.870265152,-0.15530303,-0.15719697,-0.395833333,-1.237689394,-0.184659091,-0.1875,-1.352272727,-3.208494624,-13.92329545,-0.477272727,-4.716856061,3.510416667,-5.744318182,5.01
344,44259,Toronto Maple Leafs,Vancouver Canucks,,4,-18,1.3,0,12,-15,3,27,0.242,38,-39,-2,-1,1.16,-0.2,0.68,-0.7,4,0,2.58,-6,-39,-1.31,-3,3,-2.8,-0.8,122,1.5,-312,0.005,2,35.8,0.94,6.353333333,110.86,33.4,9.290666667,4.164666667,90.28666667,21.88,8.768666667,3.388666667,2.005247376,4.041666667,4.987106447,4.327333333,-4.327333333,2.86,11.11333333,10.11583333,26.2,-2.666883117,29.54112554,0.942857143,1.745454545,1.407792208,3.637229437,5.045021645,10.2969697,-3.656277056,0.858441558,1.32034632,0.167965368,-0.080519481,0.458874459,3.354978355,0.302164502,-0.01991342,6.517748918,0.876489028,30.35324675,-1.545454545,0.022510823,-1.134199134,1.124675325,-4.858823529
345,44260,Minnesota Wild,Arizona Coyotes,2541,6,-13,1,0,11,-10,-1,21,0.188,30,-15,-2,-1,0.69,-0.1,0.53,-0.27,-8,-13,-3.21,-1,-6,-0.09,0,-1,0.9,0.4,47,1.6,-1,0.009,0,42.2962963,1.781481481,2.596296296,7.862962963,47.26666667,-5.055185185,-3.493333333,13.05185185,29.41481481,-3.424444444,-2.804814815,2.428888889,-0.163703704,2.262222222,-6.791111111,6.791111111,1.514814815,1.411111111,3.22,7.322222222,6.132962963,56.37708565,1.967741935,2.242491657,1.368186874,1.87541713,3.243604004,8.889877642,3.085650723,0.637931034,1.557285873,-0.193548387,0.004449388,0.494994438,2.174638487,-0.333704116,0.034482759,5.042269188,-1.350055617,37.15016685,3.93214683,-13.26362625,3.11679644,9.073414905,-9.126666667
346,44260,Washington Capitals,Boston Bruins,,6,-5,1.9,0,3,-1,-2,4,0.036,24,27,-1,0,-0.06,0.01,0.43,0.49,3,-7,2.96,1,-16,-2.01,-7,2,-0.1,0.3,-219,2.6,96,-0.012,-2,6.963709677,2.872311828,7.86827957,80.06048387,137.0994624,-0.934274194,1.55672043,46.96102151,108.5376344,-2.445698925,1.565591398,3.714166667,-0.693682796,3.310833333,1.544623656,-1.547849462,2.951612903,3.741935484,-1.033602151,16.24193548,-1.514927536,47.67337165,2.417624521,6.620689655,1.927203065,2.959770115,4.88697318,-0.466475096,3.133141762,0.446264368,1.770114943,0.338122605,-0.181034483,0.332375479,2.387931034,0.725095785,-0.153256705,4.987547893,1.966428571,111.5191571,5.27394636,6.837164751,4.533524904,15.50766284,2.892481203
347,44260,Tampa Bay Lightning,Chicago Blackhawks,,7,-12,1.4,0,12,-8,-4,20,0.179,21,-39,-1,0,0.92,-0.14,0.37,-0.7,2,5,0.51,-6,32,7.33,0,-4,4.1,3.2,57,0.9,-305,0.005,2,61.33692308,2.064615385,6.301538462,80.14923077,-22.67384615,5.141384615,-1.746615385,74.44153846,-8.389230769,5.984153846,-2.004,1.753846154,-0.448461538,1.285538462,6.384,-6.384,-2.712307692,-6.469230769,4.653846154,20.24461538,0.509076923,57.85504202,1.655462185,6.281512605,1.75210084,2.682773109,4.43487395,7.670168067,10.46848739,0.978781513,1.422268908,0.31092437,0.018907563,0.602941176,2.161764706,0.495798319,0.025210084,12.34033613,-0.702693603,99.55252101,0.212184874,12.4012605,13.6407563,6.714285714,0.424369748
348,44260,Anaheim Ducks,Colorado Avalanche,,5,28,1.1,0,-22,17,5,-39,-0.348,-73,45,2,1,-1.83,0.26,-1.31,0.8,-36,-84,-13.77,3,-13,-3.17,1,2,0,-3.1,-437,-1.9,289,-0.01,-4,-0.658509455,0.82647386,-0.251390434,-79.49610679,69.78420467,-7.816462736,1.936373749,-54.4727475,57.94438265,-8.048275862,1.878642937,0.011012236,-2.806117909,-2.797886541,-2.145050056,2.145050056,-1.292547275,3.337041157,-9.116462736,-22.66295884,0.106562848,-11.15757576,0.097835498,1.802597403,-1.870995671,-4.026839827,-5.897835498,-11.29350649,0.930735931,-1.145714286,-0.893506494,-1.00952381,0.032034632,-0.65974026,-2.154112554,-1.933333333,0.060606061,-9.888311688,0.879679144,31.56277056,2.96017316,12.63376623,0.497835498,1.558441558,1.024444444
349,44260,St. Louis Blues,Los Angeles Kings,,5,-11,1.1,0,6,-8,2,14,0.125,25,-2,1,2,0.4,-0.06,0.44,-0.04,4,-14,4.3,12,12,-5.87,3,-2,1,-0.5,35,1.4,-76,-0.003,-1,113.75,2.611904762,0.492857143,-2.202380952,-11.20952381,3.072619048,0.761190476,-10.57857143,-14.08333333,2.46,0.348333333,0.866904762,0.209761905,1.08047619,-3.583095238,3.583095238,4.911904762,1.414285714,1.611190476,1.630952381,0.296296296,129.3895833,2.245833333,2.1,1.129166667,2.358333333,3.4875,5.31875,2.752083333,0.4225,0.822916667,0.2,0.10625,0.208333333,1.760416667,0.522916667,0.075,4.472916667,-1.332619048,37.14166667,2.020833333,8.61875,8.74375,2.933333333,4.866993464
350,44260,Vegas Golden Knights,San Jose Sharks,,9,-25,0.2,0,19,-14,-5,33,0.294,44,-74,-4,-1,1.8,-0.26,0.78,-1.32,9,18,3.72,-17,-40,6.38,-1,-2,-1.9,0.1,147,1.7,-264,0.029,5,119.2024242,1.071515152,9.260606061,177.9187879,76.85939394,7.224727273,1.456363636,115.0254545,43.20606061,6.429333333,0.608,1.230060606,4.801333333,6.036484848,9.917090909,-9.917090909,3.032727273,1.037575758,2.731757576,46.19030303,-6.19369697,136.1985447,0.907484407,11.02598753,3.361746362,6.202702703,9.564449064,15.11538462,1.765072765,1.890540541,2.745322245,0.597713098,0.018711019,1.067567568,5.04989605,1.145530146,0.007276507,24.88669439,2.520582121,190.470894,10.47713098,13.06237006,17.77962578,16.23076923,2.495614035
351,44261,Minnesota Wild,Arizona Coyotes,3141,7,-13,1,0,11,-10,-1,21,0.188,30,-15,-2,-1,0.69,-0.1,0.53,-0.27,-8,-13,-3.21,-1,-6,-0.09,0,-1,0.9,0.4,47,1.6,-1,0.009,0,42.2962963,1.781481481,2.596296296,7.862962963,47.26666667,-5.055185185,-3.493333333,13.05185185,29.41481481,-3.424444444,-2.804814815,2.428888889,-0.163703704,2.262222222,-6.791111111,6.791111111,1.514814815,1.411111111,3.22,7.322222222,6.132962963,56.37708565,1.967741935,2.242491657,1.368186874,1.87541713,3.243604004,8.889877642,3.085650723,0.637931034,1.557285873,-0.193548387,0.004449388,0.494994438,2.174638487,-0.333704116,0.034482759,5.042269188,-1.350055617,37.15016685,3.93214683,-13.26362625,3.11679644,9.073414905,-9.126666667
352,44261,Anaheim Ducks,Colorado Avalanche,,9,28,1.1,0,-22,17,5,-39,-0.348,-73,45,2,1,-1.83,0.26,-1.31,0.8,-36,-84,-13.77,3,-13,-3.17,1,2,0,-3.1,-437,-1.9,289,-0.01,-4,-0.658509455,0.82647386,-0.251390434,-79.49610679,69.78420467,-7.816462736,1.936373749,-54.4727475,57.94438265,-8.048275862,1.878642937,0.011012236,-2.806117909,-2.797886541,-2.145050056,2.145050056,-1.292547275,3.337041157,-9.116462736,-22.66295884,0.106562848,-11.15757576,0.097835498,1.802597403,-1.870995671,-4.026839827,-5.897835498,-11.29350649,0.930735931,-1.145714286,-0.893506494,-1.00952381,0.032034632,-0.65974026,-2.154112554,-1.933333333,0.060606061,-9.888311688,0.879679144,31.56277056,2.96017316,12.63376623,0.497835498,1.558441558,1.024444444
353,44261,Columbus Blue Jackets,Dallas Stars,4203,5,12,-1.4,0,-5,7,-2,-12,-0.107,-22,36,1,-3,-0.84,0.12,-0.4,0.65,-19,-40,-8.19,-4,-20,-0.13,3,-2,-0.3,-1.3,-74,-1,297,-0.004,-2,-0.648571429,-1.435714286,-9.281428571,-148.4871429,-49.32,-5.667714286,0.543571429,-100.88,-34.04714286,-5.231428571,0.232857143,-0.757142857,-0.485714286,-1.257571429,-4.129285714,4.129285714,-1.008571429,-5.228571429,-6.919142857,-38.60857143,3.816142857,-15.21561772,-1.370629371,-8.223776224,-1.939393939,-2.925407925,-4.864801865,-6.997668998,-3.878787879,-1.031585082,-1.128205128,-0.877622378,0.066433566,-0.353146853,-1.36013986,-1.67016317,0.104895105,-16.1037296,-1.533566434,-137.7937063,-3.851981352,-16.18648019,-22.12354312,-8.888111888,-7.635555556
354,44261,Calgary Flames,Edmonton Oilers,,5,10,-0.1,0,-9,8,1,-17,-0.152,-28,6,1,1,-0.52,0.09,-0.5,0.11,-16,1,-9.3,7,18,-2.24,0,3,0.2,0.1,15,-1.7,-140,-0.011,1,72.81613757,0.157407407,-2.32010582,-8.566137566,-77.75661376,4.324867725,0.202513228,-4.343915344,-48.97354497,3.445767196,-0.026190476,0.244179894,0.603968254,0.837301587,6.007936508,-6.007936508,0.374338624,-0.218253968,2.448544974,-2.535714286,-2.201058201,63.7955665,-0.0591133,-1.24137931,-1.1908867,-1.79679803,-2.987684729,-1.9408867,0.418719212,-0.486083744,-0.577586207,-0.610837438,-0.002463054,-0.387931034,-0.685960591,-1.14408867,0.033251232,-1.50862069,0.592980296,-20.91502463,-5.262315271,-10.26600985,-0.469211823,0.527093596,-7.047368421
355,44261,St. Louis Blues,Los Angeles Kings,,7,-11,1.1,0,6,-8,2,14,0.125,25,-2,1,2,0.4,-0.06,0.44,-0.04,4,-14,4.3,12,12,-5.87,3,-2,1,-0.5,35,1.4,-76,-0.003,-1,113.75,2.611904762,0.492857143,-2.202380952,-11.20952381,3.072619048,0.761190476,-10.57857143,-14.08333333,2.46,0.348333333,0.866904762,0.209761905,1.08047619,-3.583095238,3.583095238,4.911904762,1.414285714,1.611190476,1.630952381,0.296296296,129.3895833,2.245833333,2.1,1.129166667,2.358333333,3.4875,5.31875,2.752083333,0.4225,0.822916667,0.2,0.10625,0.208333333,1.760416667,0.522916667,0.075,4.472916667,-1.332619048,37.14166667,2.020833333,8.61875,8.74375,2.933333333,4.866993464
356,44261,Winnipeg Jets,Montreal Canadiens,,8,-3,-0.6,0,6,2,-8,4,0.036,12,-13,-1,-1,0.39,-0.06,0.22,-0.24,8,10,3.77,-8,-23,2.05,-6,1,-1.1,0.4,-85,1.2,134,0.015,4,73.93666667,-0.173333333,1.716666667,-61.655,56.78666667,-6.928166667,-1.662166667,-33.57833333,43.45833333,-6.315833333,-2.149833333,1.4475,1.646666667,3.106666667,-7.631666667,7.627666667,1.963333333,-3.535,-7.619333333,-8.251666667,4.146,31.45721584,-0.513409962,2.574712644,0.848020434,2.026819923,2.874840358,1.224776501,-0.964240102,0.396296296,0.67688378,0.37037037,-0.199233716,0.318007663,1.243933589,0.876117497,-0.093231162,1.346104725,2.393386243,41.16347382,4.821200511,-6.58109834,3.293742018,-1.154533844,4.65625
357,44261,New York Rangers,New Jersey Devils,1800,9,-12,-0.1,0,8,-7,-1,15,0.134,31,-34,1,-3,1.08,-0.16,0.55,-0.61,15,24,6.48,-13,21,11.3,5,-1,3.4,4.2,-5,2,-73,0.016,2,-83.72281167,1.094164456,1.189655172,-22.66843501,30.57692308,-2.652387268,1.945225464,-11.75198939,10.72944297,-1.947214854,1.470026525,0.631862069,1.237798408,2.295724138,2.186206897,-2.186206897,-0.25464191,-0.645888594,-0.565915119,0.629973475,4.078758621,-122.34375,0.03125,2.1,1.335416667,2.258333333,3.59375,6.160416667,7.491666667,0.81875,0.616666667,0.545833333,0.172916667,0.272916667,1.029166667,0.991666667,0.2375,3.125,0.941827957,31.20625,6.28125,13.30833333,-1.414583333,2.90625,2.205263158
358,44261,Florida Panthers,Nashville Predators,,8,-9,-0.4,0,6,-9,3,15,0.134,37,-3,-4,2,0.53,-0.08,0.66,-0.05,11,31,2.92,-8,-4,4.18,-2,2,0.9,2.9,275,0.6,-71,-0.002,-2,87.3962704,-0.333333333,5.824009324,93.62470862,30.89044289,3.095454545,0.479370629,72.93240093,30.21794872,1.891958042,0.044289044,0.557818182,-0.201981352,0.023636364,6.920512821,-6.920512821,7.026806527,4.67016317,5.189160839,26.86713287,-1.58125,80.0969697,-0.548051948,1.745454545,1.382683983,2.563636364,3.946320346,3.203463203,2.623376623,0.542770563,1.051082251,0.381818182,-0.05021645,0.348051948,1.882251082,0.731601732,-0.05021645,11.24069264,0.383712121,28.82251082,-2.331601732,9.378354978,4.122077922,6.815584416,-3.547076023
359,44261,Buffalo Sabres,New York Islanders,,7,19,-2.3,0,-17,17,0,-34,-0.304,-18,71,0,0,-1.39,0.2,-0.32,1.27,3,-1,2.23,9,4,-6,1,5,-0.5,-0.8,-31,-1,299,-0.025,-10,103.1748148,-2.260740741,-7.814814815,-110.317037,-81.23259259,-2.672740741,-0.559851852,-73.18962963,-31.84444444,-2.985481481,0.376444444,-1.155555556,-1.609481481,-2.744740741,-3.806518519,3.806518519,-0.545185185,-6.394074074,-6.994814815,-27.57925926,3.575692308,77.80844156,-2.41017316,-5.454545455,-1.367965368,-2.281385281,-3.649350649,-13.09199134,-2.928571429,-1.153246753,-1.321428571,-0.055194805,0.008658009,-0.666666667,-2.212121212,-0.149350649,0.08008658,-9.752164502,0.033928571,-91.38311688,-9.07034632,-20.90367965,-7.621212121,-4.006493506,4.372222222
360,44261,Philadelphia Flyers,Pittsburgh Penguins,2800,7,12,-0.6,0,-12,7,5,-19,-0.17,-33,42,0,3,-1.21,0.17,-0.59,0.75,-4,15,-4.52,10,12,-4.37,-5,2,0.9,0.5,8,-2,-43,-0.028,-2,-18.36666667,-2,-1.433333333,10.13333333,-18.83333333,1.543333333,-0.346666667,0,-13.9,0.013333333,-0.793333333,-2.900114943,-1.93,-4.516896552,1.35,-1.35,-4.566666667,-0.633333333,0.513333333,5.033333333,-4.62,-5.202651515,-1.920454545,-0.954545455,-1.182765152,-1.609848485,-2.792613636,-9.285984848,1.521780303,-0.797916667,-0.870265152,-0.15530303,-0.15719697,-0.395833333,-1.237689394,-0.184659091,-0.1875,-1.352272727,-3.208494624,-13.92329545,-0.477272727,-4.716856061,3.510416667,-5.744318182,5.01
361,44261,Vegas Golden Knights,San Jose Sharks,,4,-25,0.2,0,19,-14,-5,33,0.294,44,-74,-4,-1,1.8,-0.26,0.78,-1.32,9,18,3.72,-17,-40,6.38,-1,-2,-1.9,0.1,147,1.7,-264,0.029,5,119.2024242,1.071515152,9.260606061,177.9187879,76.85939394,7.224727273,1.456363636,115.0254545,43.20606061,6.429333333,0.608,1.230060606,4.801333333,6.036484848,9.917090909,-9.917090909,3.032727273,1.037575758,2.731757576,46.19030303,-6.19369697,136.1985447,0.907484407,11.02598753,3.361746362,6.202702703,9.564449064,15.11538462,1.765072765,1.890540541,2.745322245,0.597713098,0.018711019,1.067567568,5.04989605,1.145530146,0.007276507,24.88669439,2.520582121,190.470894,10.47713098,13.06237006,17.77962578,16.23076923,2.495614035
362,44261,Toronto Maple Leafs,Vancouver Canucks,,6,-18,1.3,0,12,-15,3,27,0.242,38,-39,-2,-1,1.16,-0.2,0.68,-0.7,4,0,2.58,-6,-39,-1.31,-3,3,-2.8,-0.8,122,1.5,-312,0.005,2,35.8,0.94,6.353333333,110.86,33.4,9.290666667,4.164666667,90.28666667,21.88,8.768666667,3.388666667,2.005247376,4.041666667,4.987106447,4.327333333,-4.327333333,2.86,11.11333333,10.11583333,26.2,-2.666883117,29.54112554,0.942857143,1.745454545,1.407792208,3.637229437,5.045021645,10.2969697,-3.656277056,0.858441558,1.32034632,0.167965368,-0.080519481,0.458874459,3.354978355,0.302164502,-0.01991342,6.517748918,0.876489028,30.35324675,-1.545454545,0.022510823,-1.134199134,1.124675325,-4.858823529
363,44262,New Jersey Devils,Boston Bruins,,1,19,-2.8,0,-14,14,0,-28,-0.25,-19,55,-4,3,-1.27,0.18,-0.34,0.99,-13,-5,-7.69,18,-30,-15.01,-6,-1,-2.8,-2.1,-254,0.2,221,-0.021,-3,25.49255583,-2.996277916,2.951612903,17.39702233,69.93920596,-3.02369727,0.044540943,-1.311414392,63.48635236,-4.605955335,0.255334988,3.137333333,-1.729900744,1.262666667,-4.938709677,4.935483871,1.913151365,6.318858561,-3.93808933,0.318858561,-1.932666667,59.48263889,-1.975694444,3.5,-0.024305556,0.041666667,0.017361111,-6.732638889,-3.819444444,-0.560416667,0.416666667,-0.284722222,-0.15625,-0.211805556,0.6875,-0.486111111,-0.159722222,-1.430555556,1.746267281,60.37152778,0.940972222,-8.986111111,-2.357638889,13.70486111,-7.928571429
364,44262,Florida Panthers,Carolina Hurricanes,2924,6,1,1,0,1,2,-3,-1,-0.009,13,17,-3,0,-0.11,0.02,0.23,0.31,-3,26,-5.08,8,-8,-5.47,-3,-2,2.7,3.8,160,-0.2,101,-0.005,-3,-57.55448718,0.208333333,-1.948717949,-59.06089744,-49.98076923,-0.7875,-1.032371795,-33.46153846,-36.69871795,0.040064103,-0.89775641,1.601,-1.476602564,-0.2275,0.137179487,-0.137179487,2.810897436,-3.894230769,2.522115385,-12.64423077,2.029166667,-42.33874459,-0.019480519,-5.418831169,-0.553030303,-1.600649351,-2.153679654,-0.082251082,2.623376623,-0.362229437,-0.106060606,-0.318181818,-0.128787879,-0.051948052,-0.810606061,-0.661255411,-0.128787879,-4.859307359,-2.366071429,-90.53463203,-4.803030303,-4.20021645,-15.25649351,-6.155844156,-0.961111111
365,44262,Ottawa Senators,Calgary Flames,,7,2,-2.5,0,-3,1,2,-4,-0.036,0,29,1,0,-0.43,0.07,0,0.52,-5,-1,-2.77,2,-1,-1.28,5,-2,1.1,1.1,-26,0.1,222,-0.004,-2,-121.2142857,-2.071428571,-4.785714286,-64.85714286,10.75,-2.735714286,2.103571429,-49.64285714,0.178571429,-3.460714286,0.557142857,1.382142857,0.207142857,1.596428571,-16.46785714,16.46785714,-2.428571429,-2.857142857,-4.810714286,-15.03571429,-3.064285714,-115.2376514,-1.411929171,-7.515377446,-1.155638397,-2.526561044,-3.682199441,-3.047530289,-1.843429637,-0.61304753,-0.902143523,-0.373718546,0.120223672,-0.294501398,-1.990680336,-0.65610438,0.120223672,-13.29543336,1.418154158,-122.1612302,-1.534016775,1.200372787,-13.43522833,-9.160298229,-1.636363636
366,44262,Tampa Bay Lightning,Chicago Blackhawks,,9,-12,1.4,0,12,-8,-4,20,0.179,21,-39,-1,0,0.92,-0.14,0.37,-0.7,2,5,0.51,-6,32,7.33,0,-4,4.1,3.2,57,0.9,-305,0.005,2,61.33692308,2.064615385,6.301538462,80.14923077,-22.67384615,5.141384615,-1.746615385,74.44153846,-8.389230769,5.984153846,-2.004,1.753846154,-0.448461538,1.285538462,6.384,-6.384,-2.712307692,-6.469230769,4.653846154,20.24461538,0.509076923,57.85504202,1.655462185,6.281512605,1.75210084,2.682773109,4.43487395,7.670168067,10.46848739,0.978781513,1.422268908,0.31092437,0.018907563,0.602941176,2.161764706,0.495798319,0.025210084,12.34033613,-0.702693603,99.55252101,0.212184874,12.4012605,13.6407563,6.714285714,0.424369748
367,44262,Nashville Predators,Dallas Stars,3976,7,-3,0,0,8,4,-12,4,0.035,-5,6,3,-6,-0.03,0.01,-0.09,0.11,-9,2,-5.96,10,19,-3.5,3,-2,1.9,0.2,-20,-0.2,235,0.009,1,-11.96242424,-1.066666667,-9.899393939,-144.2739394,-88.44121212,-4.277454545,-2.550909091,-92.27393939,-63.77333333,-2.932727273,-2.681212121,0.018181818,0.421212121,0.432363636,-5.806666667,5.806666667,-2.837575758,-6.739393939,-4.566545455,-33.31636364,3.96525,-21.13076923,-1.004395604,-9.969230769,-1.685714286,-3.276923077,-4.962637363,0.010989011,-0.714285714,-0.628901099,-1.118681319,-0.623076923,0.056043956,-0.064835165,-2.212087912,-1.159340659,0.094505495,-17.37472527,-2.736596737,-170.3131868,-6.702197802,-20.56483516,-17.63956044,-16.15824176,-6.802923977
368,44262,Buffalo Sabres,New York Islanders,,7,19,-2.3,0,-17,17,0,-34,-0.304,-18,71,0,0,-1.39,0.2,-0.32,1.27,3,-1,2.23,9,4,-6,1,5,-0.5,-0.8,-31,-1,299,-0.025,-10,103.1748148,-2.260740741,-7.814814815,-110.317037,-81.23259259,-2.672740741,-0.559851852,-73.18962963,-31.84444444,-2.985481481,0.376444444,-1.155555556,-1.609481481,-2.744740741,-3.806518519,3.806518519,-0.545185185,-6.394074074,-6.994814815,-27.57925926,3.575692308,77.80844156,-2.41017316,-5.454545455,-1.367965368,-2.281385281,-3.649350649,-13.09199134,-2.928571429,-1.153246753,-1.321428571,-0.055194805,0.008658009,-0.666666667,-2.212121212,-0.149350649,0.08008658,-9.752164502,0.033928571,-91.38311688,-9.07034632,-20.90367965,-7.621212121,-4.006493506,4.372222222
369,44262,Washington Capitals,Philadelphia Flyers,3023,4,-14,2.8,0,11,-8,-3,19,0.17,28,-36,0,-2,1.03,-0.14,0.5,-0.64,6,-14,5.68,-19,-5,10.9,1,2,1.4,1.6,-45,1.9,-24,0.02,1,27.35833333,4.125,5.883333333,68.125,103.1833333,-0.0675,2.685,55.10833333,79.86666667,1.783333333,4.2,2.5175,1.590833333,4.114166667,3.68,-3.68,5.1,1.6,1.378333333,12.56666667,7.86173913,74.54963427,3.407523511,4.07523511,1.634273772,2.277951933,3.912225705,6.020898642,4.524555904,0.904597701,1.254963427,0.340647858,0.038662487,0.471264368,1.531870428,0.677115987,0.068965517,5.520376176,1.238333333,66.69592476,3.278996865,8.508881923,0.505747126,10.07836991,0.286052632
370,44262,New York Rangers,Pittsburgh Penguins,2800,6,10,-2.6,0,-10,7,3,-17,-0.152,-17,0,-2,1,-0.31,0.04,-0.31,0,1,27,-3.01,-5,14,4.83,2,0,3,3.9,-77,-0.5,-15,-0.001,0,-56.20229885,-2.649425287,0.722988506,-7.073563218,47.76666667,-3.265977011,2.77137931,-4.916091954,31.64482759,-2.310804598,3.566436782,-0.327586207,-0.137586207,-0.155172414,0.732873563,-0.732873563,-0.759770115,2.897701149,-1.578735632,2.306896552,6.902758621,-41.1875,-2.875,2.1,-0.164583333,0.008333333,-0.15625,-3.370833333,6.585416667,-0.08125,-0.352083333,0.108333333,0.079166667,-0.195833333,-0.377083333,0.272916667,0.1125,0.875,-1.248494624,32.83125,4.75,1.277083333,-4.289583333,5.4375,-3.319736842
371,44263,Los Angeles Kings,Anaheim Ducks,,11,-5,-0.7,0,4,-2,-2,6,0.054,18,-8,-1,-1,0.41,-0.06,0.33,-0.14,21,46,9.99,-7,-5,3.77,1,-2,-1.8,0.7,87,0.6,34,0.006,-2,-54.04310345,-1.988916256,2.003694581,14.22536946,38.48768473,-4.4341133,-1.981650246,22.50615764,29.61206897,-3.751724138,-1.993965517,-0.024261084,-0.201600985,-0.239901478,0.744704433,-0.744704433,-3.64408867,-0.938423645,-1.362684729,2.811576355,3.085312899,-64.39867424,-1.524621212,0.954545455,0.679924242,1.34469697,2.024621212,-0.582386364,-3.006628788,0.2875,-0.019886364,0.666666667,0.033143939,0.170454545,0.103219697,1.177083333,0.064393939,4.139204545,3.284242424,15.77651515,1.009469697,-5.809659091,-1.055871212,-0.272727273,-0.091111111
372,44263,Arizona Coyotes,Colorado Avalanche,,5,20,1.2,0,-15,13,2,-28,-0.25,-47,42,3,1,-1.36,0.19,-0.84,0.75,-10,-29,-1.92,2,-10,-2.21,1,1,-0.9,-1.9,-399,-0.4,283,-0.009,-4,-82.78494624,0.549462366,1.34516129,-63.03978495,94.52903226,-7.591290323,2.682580645,-34.84516129,73.87311828,-7.053333333,2.833010753,-0.849677419,-2.401290323,-3.253978495,-0.350107527,0.350107527,-0.958064516,1.312903226,-9.614623656,-18.82043011,2.88483871,-114.4322581,-0.08202765,3.773271889,-0.789861751,-1.86359447,-2.653456221,-11.75391705,-0.115207373,-0.745714286,-0.676497696,-0.149308756,0.0359447,-0.436866359,-1.424884793,-0.438709677,0,-5.729953917,3.344781784,64.39170507,5.173271889,20.2202765,1.479262673,6.350230415,3.334444444
